# ASSET=BTC-USD,NAME=bitcoin,LEV2=2x bitcoin,LEV3=3x bitcoin
Date,Asset_Close,NDX_DailyReturn,RF_Annual_Pct,RF_Daily_Pct,NDX2L_DailyReturn,NDX3L_DailyReturn,NDX2L_Adj_DailyReturn,NDX3L_Adj_DailyReturn,NDX_Indexed,NDX2L,NDX3L,NDX2L_adj,NDX3L_adj
2014-10-16,382.556,-3.0947,0.0362,9.9e-05,-6.1894,-9.2841,-6.1976,-9.2976,83.649146,66.738266,50.617603,66.57731,50.412486
2014-10-17,383.758,0.3142,0.0362,9.9e-05,0.6284,0.9426,0.6202,0.929,83.911973,67.157651,51.094727,66.990237,50.880836
2014-10-18,391.442,2.0023,0.0361,9.9e-05,4.0046,6.0069,3.9964,5.9933,85.592143,69.847048,54.163937,69.667449,53.930295
2014-10-19,389.546,-0.4844,0.036,9.9e-05,-0.9687,-1.4531,-0.9769,-1.4667,85.177568,69.170423,53.376889,68.986864,53.139325
2014-10-20,382.845,-1.7202,0.0359,9.8e-05,-3.4404,-5.1606,-3.4486,-5.1742,83.712339,66.790677,50.622313,66.60779,50.3898
2014-10-21,386.475,0.9482,0.0358,9.8e-05,1.8963,2.8445,1.8882,2.8309,84.506071,68.05725,52.062264,67.865446,51.8163
2014-10-22,383.158,-0.8583,0.0358,9.8e-05,-1.7165,-2.5748,-1.7247,-2.5884,83.780777,66.889014,50.721752,66.69495,50.475093
2014-10-23,358.417,-6.4571,0.0357,9.8e-05,-12.9143,-19.3714,-12.9224,-19.3849,78.370946,58.250797,40.896249,58.07634,40.690523
2014-10-24,358.345,-0.0201,0.0356,9.8e-05,-0.0402,-0.0603,-0.0484,-0.0738,78.355204,58.227396,40.871606,58.048259,40.660485
2014-10-25,347.271,-3.0903,0.0355,9.7e-05,-6.1806,-9.271,-6.1888,-9.2845,75.933778,54.628571,37.082416,54.455758,36.885353
2014-10-26,354.704,2.1404,0.0354,9.7e-05,4.2808,6.4212,4.2726,6.4077,77.55907,56.967119,39.46356,56.782454,39.24884
2014-10-27,352.989,-0.4835,0.0353,9.7e-05,-0.967,-1.4505,-0.9752,-1.4641,77.184072,56.416246,38.891141,56.228722,38.674211
2014-10-28,357.618,1.3114,0.0353,9.7e-05,2.6227,3.9341,2.6146,3.9206,78.196242,57.8959,40.421163,57.698859,40.190454
2014-10-29,335.591,-6.1594,0.0352,9.6e-05,-12.3187,-18.4781,-12.3269,-18.4917,73.379848,50.763857,32.952099,50.58637,32.758569
2014-10-30,345.305,2.8946,0.0351,9.6e-05,5.7892,8.6838,5.781,8.6702,75.503895,53.70267,35.813585,53.510771,35.598807
2014-10-31,338.321,-2.0226,0.035,9.6e-05,-4.0451,-6.0677,-4.0533,-6.0812,73.976788,51.530339,33.640538,51.341827,33.433965
2014-11-01,325.749,-3.716,0.0349,9.6e-05,-7.432,-11.148,-7.4402,-11.1616,71.227808,47.700601,29.890287,47.521899,29.702208
2014-11-02,325.892,0.0439,0.0348,9.5e-05,0.0878,0.1317,0.0796,0.1181,71.259077,47.742482,29.929653,47.559738,29.737299
2014-11-03,327.554,0.51,0.0348,9.5e-05,1.02,1.5299,1.0118,1.5164,71.622485,48.229438,30.38756,48.04094,30.18823
2014-11-04,330.492,0.897,0.0347,9.5e-05,1.7939,2.6909,1.7857,2.6773,72.264908,49.094632,31.20525,48.898825,30.996463
2014-11-05,339.486,2.7214,0.0346,9.5e-05,5.4428,8.1642,5.4346,8.1506,74.23152,51.766749,33.752903,51.556285,33.522867
2014-11-06,349.29,2.8879,0.0345,9.5e-05,5.7758,8.6637,5.7676,8.6501,76.375252,54.756693,36.677153,54.529858,36.422642
2014-11-07,342.415,-1.9683,0.0344,9.4e-05,-3.9366,-5.9048,-3.9447,-5.9184,74.871975,52.601164,34.511428,52.3788,34.267007
2014-11-08,345.488,0.8974,0.0344,9.4e-05,1.7949,2.6923,1.7867,2.6788,75.543912,53.545301,35.440594,53.314663,35.184947
2014-11-09,363.264,5.1452,0.0343,9.4e-05,10.2904,15.4356,10.2822,15.422,79.430787,59.055312,40.911048,58.796581,40.61117
2014-11-10,366.924,1.0075,0.0342,9.4e-05,2.0151,3.0226,2.0069,3.009,80.231078,60.245315,42.147625,59.976564,41.833177
2014-11-11,367.695,0.2101,0.0341,9.3e-05,0.4202,0.6304,0.4121,0.6168,80.399663,60.498495,42.413312,60.223711,42.09121
2014-11-12,423.561,15.1936,0.034,9.3e-05,30.3871,45.5807,30.379,45.5672,92.615242,78.882257,61.7456,78.51905,61.270976
2014-11-13,420.735,-0.6672,0.0339,9.3e-05,-1.3344,-2.0016,-1.3426,-2.0152,91.997309,77.829644,60.509691,77.464865,60.036262
